millis,stamp,datetime,temp
8290999,1497833510, 2019/6/19 0:51:50,15.4
8291999,1497833511, 2019/6/19 0:51:51,15.4
8293000,1497833512, 2019/6/19 0:51:52,15.4
8293998,1497833513, 2019/6/19 0:51:53,15.4
8295000,1497833514, 2019/6/19 0:51:54,15.4
8295999,1497833515, 2019/6/19 0:51:55,15.4
8296998,1497833516, 2019/6/19 0:51:56,15.4
8297999,1497833517, 2019/6/19 0:51:57,15.3
8298999,1497833518, 2019/6/19 0:51:58,15.3
8299999,1497833519, 2019/6/19 0:51:59,15.3
8300999,1497833520, 2019/6/19 0:52:0,15.4
8301999,1497833521, 2019/6/19 0:52:1,15.4
8303000,1497833522, 2019/6/19 0:52:2,15.4
8303998,1497833523, 2019/6/19 0:52:3,15.4
8305000,1497833524, 2019/6/19 0:52:4,15.4
8305999,1497833525, 2019/6/19 0:52:5,15.4
8306999,1497833526, 2019/6/19 0:52:6,15.4
8307999,1497833527, 2019/6/19 0:52:7,15.4
8308999,1497833528, 2019/6/19 0:52:8,15.4
8309999,1497833529, 2019/6/19 0:52:9,15.4
8310999,1497833530, 2019/6/19 0:52:10,15.4
8312000,1497833531, 2019/6/19 0:52:11,15.4
8312998,1497833532, 2019/6/19 0:52:12,15.4
8314000,1497833533, 2019/6/19 0:52:13,15.4
8314999,1497833534, 2019/6/19 0:52:14,15.4
8315999,1497833535, 2019/6/19 0:52:15,15.4
8316999,1497833536, 2019/6/19 0:52:16,15.4
8317999,1497833537, 2019/6/19 0:52:17,15.4
8318999,1497833538, 2019/6/19 0:52:18,15.4
8319998,1497833539, 2019/6/19 0:52:19,15.4
8320999,1497833540, 2019/6/19 0:52:20,15.4
8321999,1497833541, 2019/6/19 0:52:21,15.4
8322999,1497833542, 2019/6/19 0:52:22,15.4
8323999,1497833544, 2019/6/19 0:52:24,15.4
8325000,1497833544, 2019/6/19 0:52:24,15.4
8325998,1497833545, 2019/6/19 0:52:25,15.4
8327000,1497833546, 2019/6/19 0:52:26,15.4
8327999,1497833547, 2019/6/19 0:52:27,15.4
8328998,1497833548, 2019/6/19 0:52:28,15.4
8329999,1497833549, 2019/6/19 0:52:29,15.4
8330998,1497833550, 2019/6/19 0:52:30,15.4
8331999,1497833551, 2019/6/19 0:52:31,15.4
8332998,1497833552, 2019/6/19 0:52:32,15.4
8333999,1497833553, 2019/6/19 0:52:33,15.4
8334999,1497833554, 2019/6/19 0:52:34,15.4
8335998,1497833555, 2019/6/19 0:52:35,15.4
8336999,1497833557, 2019/6/19 0:52:37,15.4
8337999,1497833558, 2019/6/19 0:52:38,15.4
8338999,1497833559, 2019/6/19 0:52:39,15.4
8339999,1497833560, 2019/6/19 0:52:40,15.4
8340999,1497833561, 2019/6/19 0:52:41,15.4
8341998,1497833562, 2019/6/19 0:52:42,15.4
8342999,1497833563, 2019/6/19 0:52:43,15.4
8343999,1497833564, 2019/6/19 0:52:44,15.4
8344998,1497833565, 2019/6/19 0:52:45,15.4
8346000,1497833566, 2019/6/19 0:52:46,15.4
8346998,1497833567, 2019/6/19 0:52:47,15.4
8347999,1497833568, 2019/6/19 0:52:48,15.4
8348999,1497833569, 2019/6/19 0:52:49,15.4
8350000,1497833570, 2019/6/19 0:52:50,15.4
8351000,1497833571, 2019/6/19 0:52:51,15.4
8352000,1497833572, 2019/6/19 0:52:52,15.4
8353000,1497833573, 2019/6/19 0:52:53,15.4
8354000,1497833574, 2019/6/19 0:52:54,15.4
8355000,1497833575, 2019/6/19 0:52:55,15.4
8355998,1497833576, 2019/6/19 0:52:56,15.4
8356999,1497833577, 2019/6/19 0:52:57,15.4
8357998,1497833578, 2019/6/19 0:52:58,15.4
8359000,1497833579, 2019/6/19 0:52:59,15.4
8359999,1497833580, 2019/6/19 0:53:0,15.4
8360998,1497833581, 2019/6/19 0:53:1,15.4
8361999,1497833582, 2019/6/19 0:53:2,15.4
8362998,1497833583, 2019/6/19 0:53:3,15.3
8363999,1497833584, 2019/6/19 0:53:4,15.3
8364998,1497833585, 2019/6/19 0:53:5,15.4
8365999,1497833586, 2019/6/19 0:53:6,15.4
8366999,1497833587, 2019/6/19 0:53:7,15.4
8367998,1497833588, 2019/6/19 0:53:8,15.4
8368999,1497833589, 2019/6/19 0:53:9,15.4
8369999,1497833590, 2019/6/19 0:53:10,15.4
8370999,1497833591, 2019/6/19 0:53:11,15.4
8371998,1497833592, 2019/6/19 0:53:12,15.4
8372999,1497833593, 2019/6/19 0:53:13,15.4
8373998,1497833594, 2019/6/19 0:53:14,15.4
8374999,1497833595, 2019/6/19 0:53:15,15.4
8376000,1497833596, 2019/6/19 0:53:16,15.4
8376999,1497833597, 2019/6/19 0:53:17,15.4
8378000,1497833598, 2019/6/19 0:53:18,15.4
8378998,1497833599, 2019/6/19 0:53:19,15.4
8379999,1497833600, 2019/6/19 0:53:20,15.4
8380999,1497833601, 2019/6/19 0:53:21,15.4
8381999,1497833602, 2019/6/19 0:53:22,15.4
8382999,1497833603, 2019/6/19 0:53:23,15.4
8383998,1497833604, 2019/6/19 0:53:24,15.4
8384999,1497833605, 2019/6/19 0:53:25,15.4
8385999,1497833606, 2019/6/19 0:53:26,15.4
8386999,1497833607, 2019/6/19 0:53:27,15.4
8387999,1497833608, 2019/6/19 0:53:28,15.4
8388999,1497833609, 2019/6/19 0:53:29,15.4
8389999,1497833610, 2019/6/19 0:53:30,15.4
8390999,1497833611, 2019/6/19 0:53:31,15.4
8392000,1497833612, 2019/6/19 0:53:32,15.4
8392998,1497833613, 2019/6/19 0:53:33,15.4
8394000,1497833614, 2019/6/19 0:53:34,15.4
8394998,1497833615, 2019/6/19 0:53:35,15.4
8395999,1497833616, 2019/6/19 0:53:36,15.4
8396999,1497833617, 2019/6/19 0:53:37,15.4
8397999,1497833618, 2019/6/19 0:53:38,15.4
8398999,1497833619, 2019/6/19 0:53:39,15.4
8399998,1497833620, 2019/6/19 0:53:40,15.4
8401000,1497833621, 2019/6/19 0:53:41,15.4
8401999,1497833622, 2019/6/19 0:53:42,15.4
8402999,1497833623, 2019/6/19 0:53:43,15.4
8403999,1497833624, 2019/6/19 0:53:44,15.4
8404999,1497833625, 2019/6/19 0:53:45,15.4
8406000,1497833626, 2019/6/19 0:53:46,15.4
8406999,1497833627, 2019/6/19 0:53:47,15.4
8408000,1497833628, 2019/6/19 0:53:48,15.4
8408998,1497833629, 2019/6/19 0:53:49,15.4
8409999,1497833630, 2019/6/19 0:53:50,15.4
8410999,1497833631, 2019/6/19 0:53:51,15.4
8412000,1497833632, 2019/6/19 0:53:52,15.4
8412999,1497833633, 2019/6/19 0:53:53,15.4
8414000,1497833634, 2019/6/19 0:53:54,15.4
8414999,1497833635, 2019/6/19 0:53:55,15.4
8416000,1497833636, 2019/6/19 0:53:56,15.4
8417000,1497833637, 2019/6/19 0:53:57,15.4
8417999,1497833638, 2019/6/19 0:53:58,15.4
8419000,1497833639, 2019/6/19 0:53:59,15.4
8419999,1497833640, 2019/6/19 0:54:0,15.4
8420999,1497833641, 2019/6/19 0:54:1,15.4
8421999,1497833642, 2019/6/19 0:54:2,15.4
8422999,1497833643, 2019/6/19 0:54:3,15.4
8423999,1497833644, 2019/6/19 0:54:4,15.4
8424999,1497833645, 2019/6/19 0:54:5,15.4
8425999,1497833646, 2019/6/19 0:54:6,15.4
8426999,1497833647, 2019/6/19 0:54:7,15.4
8427999,1497833648, 2019/6/19 0:54:8,15.4
8428998,1497833649, 2019/6/19 0:54:9,15.3
8429999,1497833650, 2019/6/19 0:54:10,15.3
8430999,1497833651, 2019/6/19 0:54:11,15.4
8431998,1497833652, 2019/6/19 0:54:12,15.4
8432999,1497833653, 2019/6/19 0:54:13,15.4
8433998,1497833654, 2019/6/19 0:54:14,15.4
8434999,1497833655, 2019/6/19 0:54:15,15.4
8435999,1497833656, 2019/6/19 0:54:16,15.4
8436999,1497833657, 2019/6/19 0:54:17,15.4
8437998,1497833658, 2019/6/19 0:54:18,15.4
8438999,1497833659, 2019/6/19 0:54:19,15.4
8439999,1497833660, 2019/6/19 0:54:20,15.4
8440998,1497833661, 2019/6/19 0:54:21,15.4
8441999,1497833662, 2019/6/19 0:54:22,15.4
8442999,1497833663, 2019/6/19 0:54:23,15.4
8443999,1497833664, 2019/6/19 0:54:24,15.4
8444999,1497833665, 2019/6/19 0:54:25,15.3
8446000,1497833666, 2019/6/19 0:54:26,15.3
8447000,1497833667, 2019/6/19 0:54:27,15.4
8447998,1497833668, 2019/6/19 0:54:28,15.4
8449000,1497833669, 2019/6/19 0:54:29,15.4
8449999,1497833670, 2019/6/19 0:54:30,15.4
8451000,1497833671, 2019/6/19 0:54:31,15.4
8451999,1497833672, 2019/6/19 0:54:32,15.4
8452999,1497833673, 2019/6/19 0:54:33,15.4
8453998,1497833674, 2019/6/19 0:54:34,15.3
8454999,1497833675, 2019/6/19 0:54:35,15.3
8455999,1497833676, 2019/6/19 0:54:36,15.4
8456998,1497833677, 2019/6/19 0:54:37,15.4
8457999,1497833678, 2019/6/19 0:54:38,15.4
8458999,1497833679, 2019/6/19 0:54:39,15.4
8459999,1497833680, 2019/6/19 0:54:40,15.4
8460999,1497833681, 2019/6/19 0:54:41,15.4
8462000,1497833682, 2019/6/19 0:54:42,15.4
8463000,1497833683, 2019/6/19 0:54:43,15.4
8463998,1497833684, 2019/6/19 0:54:44,15.4
8465000,1497833685, 2019/6/19 0:54:45,15.4
8465999,1497833686, 2019/6/19 0:54:46,15.4
8466999,1497833687, 2019/6/19 0:54:47,15.4
8467999,1497833688, 2019/6/19 0:54:48,15.3
8468999,1497833689, 2019/6/19 0:54:49,15.3
8469998,1497833690, 2019/6/19 0:54:50,15.3
8470999,1497833691, 2019/6/19 0:54:51,15.3
8471999,1497833692, 2019/6/19 0:54:52,15.3
8472998,1497833693, 2019/6/19 0:54:53,15.3
8473999,1497833694, 2019/6/19 0:54:54,15.3
8474999,1497833695, 2019/6/19 0:54:55,15.3
8475999,1497833696, 2019/6/19 0:54:56,15.3
8476999,1497833697, 2019/6/19 0:54:57,15.4
8477999,1497833698, 2019/6/19 0:54:58,15.4
8478998,1497833699, 2019/6/19 0:54:59,15.4
8479998,1497833700, 2019/6/19 0:55:0,15.4
8480999,1497833701, 2019/6/19 0:55:1,15.4
8481999,1497833702, 2019/6/19 0:55:2,15.4
8482999,1497833703, 2019/6/19 0:55:3,15.4
8483999,1497833704, 2019/6/19 0:55:4,15.3
8484999,1497833705, 2019/6/19 0:55:5,15.3
8485999,1497833706, 2019/6/19 0:55:6,15.3
8486999,1497833707, 2019/6/19 0:55:7,15.3
8487999,1497833708, 2019/6/19 0:55:8,15.3
8488999,1497833709, 2019/6/19 0:55:9,15.3
8489999,1497833710, 2019/6/19 0:55:10,15.3
8490999,1497833711, 2019/6/19 0:55:11,15.4
8491999,1497833712, 2019/6/19 0:55:12,15.4
8492999,1497833713, 2019/6/19 0:55:13,15.3
8493999,1497833714, 2019/6/19 0:55:14,15.3
8495000,1497833715, 2019/6/19 0:55:15,15.3
8495998,1497833716, 2019/6/19 0:55:16,15.3
8496999,1497833717, 2019/6/19 0:55:17,15.4
8497999,1497833718, 2019/6/19 0:55:18,15.4
8499000,1497833719, 2019/6/19 0:55:19,15.4
8499998,1497833720, 2019/6/19 0:55:20,15.4
8500999,1497833721, 2019/6/19 0:55:21,15.4
8502000,1497833722, 2019/6/19 0:55:22,15.4
8503000,1497833723, 2019/6/19 0:55:23,15.4
8503999,1497833724, 2019/6/19 0:55:24,15.4
8504999,1497833725, 2019/6/19 0:55:25,15.4
8505999,1497833726, 2019/6/19 0:55:26,15.4
8506999,1497833727, 2019/6/19 0:55:27,15.4
8507999,1497833728, 2019/6/19 0:55:28,15.4
8508999,1497833729, 2019/6/19 0:55:29,15.4
8509999,1497833730, 2019/6/19 0:55:30,15.4
8510999,1497833731, 2019/6/19 0:55:31,15.3
8511998,1497833732, 2019/6/19 0:55:32,15.3
8513000,1497833733, 2019/6/19 0:55:33,15.3
8513999,1497833734, 2019/6/19 0:55:34,15.3
8515000,1497833735, 2019/6/19 0:55:35,15.3
8515998,1497833736, 2019/6/19 0:55:36,15.3
8517000,1497833737, 2019/6/19 0:55:37,15.3
8517999,1497833738, 2019/6/19 0:55:38,15.3
8518999,1497833739, 2019/6/19 0:55:39,15.3
8520000,1497833740, 2019/6/19 0:55:40,15.3
8520998,1497833741, 2019/6/19 0:55:41,15.3
8522000,1497833742, 2019/6/19 0:55:42,15.3
8522998,1497833743, 2019/6/19 0:55:43,15.3
8523999,1497833744, 2019/6/19 0:55:44,15.3
8524999,1497833745, 2019/6/19 0:55:45,15.4
8526000,1497833746, 2019/6/19 0:55:46,15.4
8526999,1497833747, 2019/6/19 0:55:47,15.3
8527998,1497833748, 2019/6/19 0:55:48,15.3
8528999,1497833749, 2019/6/19 0:55:49,15.4
8529999,1497833750, 2019/6/19 0:55:50,15.4
8530999,1497833751, 2019/6/19 0:55:51,15.3
8531999,1497833752, 2019/6/19 0:55:52,15.3
8533000,1497833753, 2019/6/19 0:55:53,15.3
8533998,1497833754, 2019/6/19 0:55:54,15.3
8535000,1497833755, 2019/6/19 0:55:55,15.3
8536000,1497833756, 2019/6/19 0:55:56,15.3
8536999,1497833757, 2019/6/19 0:55:57,15.3
8538000,1497833758, 2019/6/19 0:55:58,15.3
8538999,1497833759, 2019/6/19 0:55:59,15.3
8540000,1497833760, 2019/6/19 0:56:0,15.3
8540999,1497833761, 2019/6/19 0:56:1,15.3
8541999,1497833762, 2019/6/19 0:56:2,15.3
8542999,1497833763, 2019/6/19 0:56:3,15.4
8543998,1497833764, 2019/6/19 0:56:4,15.4
8545000,1497833765, 2019/6/19 0:56:5,15.4
8545999,1497833766, 2019/6/19 0:56:6,15.4
8547000,1497833767, 2019/6/19 0:56:7,15.4
8547999,1497833768, 2019/6/19 0:56:8,15.3
8548999,1497833769, 2019/6/19 0:56:9,15.3
8549998,1497833770, 2019/6/19 0:56:10,15.3
8550999,1497833771, 2019/6/19 0:56:11,15.3
8551999,1497833772, 2019/6/19 0:56:12,15.3
8552998,1497833773, 2019/6/19 0:56:13,15.3
8553999,1497833774, 2019/6/19 0:56:14,15.3
8554999,1497833775, 2019/6/19 0:56:15,15.3
8555999,1497833776, 2019/6/19 0:56:16,15.3
8556998,1497833777, 2019/6/19 0:56:17,15.3
8557999,1497833778, 2019/6/19 0:56:18,15.3
8558999,1497833779, 2019/6/19 0:56:19,15.3
8559998,1497833780, 2019/6/19 0:56:20,15.3
8560999,1497833781, 2019/6/19 0:56:21,15.3
8561999,1497833782, 2019/6/19 0:56:22,15.3
8562999,1497833783, 2019/6/19 0:56:23,15.3
8563999,1497833784, 2019/6/19 0:56:24,15.3
8564999,1497833785, 2019/6/19 0:56:25,15.3
8565998,1497833786, 2019/6/19 0:56:26,15.3
8567000,1497833787, 2019/6/19 0:56:27,15.3
8567999,1497833788, 2019/6/19 0:56:28,15.3
8568998,1497833789, 2019/6/19 0:56:29,15.4
8569999,1497833790, 2019/6/19 0:56:30,15.4
8570998,1497833791, 2019/6/19 0:56:31,15.3
8571999,1497833792, 2019/6/19 0:56:32,15.3
8572999,1497833793, 2019/6/19 0:56:33,15.3
8573999,1497833794, 2019/6/19 0:56:34,15.3
8574999,1497833795, 2019/6/19 0:56:35,15.3
8576000,1497833796, 2019/6/19 0:56:36,15.3
8577000,1497833797, 2019/6/19 0:56:37,15.3
8577999,1497833798, 2019/6/19 0:56:38,15.3
8578999,1497833799, 2019/6/19 0:56:39,15.3
8579999,1497833800, 2019/6/19 0:56:40,15.3
8580999,1497833801, 2019/6/19 0:56:41,15.3
8581998,1497833802, 2019/6/19 0:56:42,15.3
8582999,1497833803, 2019/6/19 0:56:43,15.3
8583999,1497833804, 2019/6/19 0:56:44,15.3
8584998,1497833805, 2019/6/19 0:56:45,15.3
8585999,1497833806, 2019/6/19 0:56:46,15.3
8586999,1497833807, 2019/6/19 0:56:47,15.3
8588000,1497833808, 2019/6/19 0:56:48,15.3
8588998,1497833809, 2019/6/19 0:56:49,15.3
8589999,1497833810, 2019/6/19 0:56:50,15.3
8591000,1497833811, 2019/6/19 0:56:51,15.3
8591998,1497833812, 2019/6/19 0:56:52,15.3
8593000,1497833813, 2019/6/19 0:56:53,15.3
8593999,1497833814, 2019/6/19 0:56:54,15.3
8594999,1497833815, 2019/6/19 0:56:55,15.3
8595999,1497833816, 2019/6/19 0:56:56,15.3
8596999,1497833817, 2019/6/19 0:56:57,15.3
8597998,1497833818, 2019/6/19 0:56:58,15.3
8599000,1497833819, 2019/6/19 0:56:59,15.3
8599999,1497833820, 2019/6/19 0:57:0,15.3
8600998,1497833821, 2019/6/19 0:57:1,15.3
8601999,1497833822, 2019/6/19 0:57:2,15.3
8602998,1497833823, 2019/6/19 0:57:3,15.3
8604000,1497833824, 2019/6/19 0:57:4,15.3
8604999,1497833825, 2019/6/19 0:57:5,15.3
8606000,1497833826, 2019/6/19 0:57:6,15.3
8606999,1497833827, 2019/6/19 0:57:7,15.3
8608000,1497833828, 2019/6/19 0:57:8,15.3
8608999,1497833829, 2019/6/19 0:57:9,15.3
8609998,1497833830, 2019/6/19 0:57:10,15.3
8610999,1497833831, 2019/6/19 0:57:11,15.3
8611999,1497833832, 2019/6/19 0:57:12,15.3
8612999,1497833833, 2019/6/19 0:57:13,15.3
8613999,1497833834, 2019/6/19 0:57:14,15.3
8614999,1497833835, 2019/6/19 0:57:15,15.3
8615999,1497833836, 2019/6/19 0:57:16,15.3
8616998,1497833837, 2019/6/19 0:57:17,15.3
8617999,1497833838, 2019/6/19 0:57:18,15.3
8618998,1497833839, 2019/6/19 0:57:19,15.3
8619999,1497833840, 2019/6/19 0:57:20,15.3
8620998,1497833841, 2019/6/19 0:57:21,15.3
8621999,1497833842, 2019/6/19 0:57:22,15.3
8622999,1497833843, 2019/6/19 0:57:23,15.3
8623998,1497833844, 2019/6/19 0:57:24,15.3
8624999,1497833845, 2019/6/19 0:57:25,15.3
8625999,1497833846, 2019/6/19 0:57:26,15.3
8626999,1497833847, 2019/6/19 0:57:27,15.3
8627999,1497833848, 2019/6/19 0:57:28,15.3
8628999,1497833849, 2019/6/19 0:57:29,15.3
8629998,1497833850, 2019/6/19 0:57:30,15.3
8631000,1497833851, 2019/6/19 0:57:31,15.3
8632000,1497833852, 2019/6/19 0:57:32,15.3
8632999,1497833853, 2019/6/19 0:57:33,15.3
8633999,1497833854, 2019/6/19 0:57:34,15.3
8634999,1497833855, 2019/6/19 0:57:35,15.3
8635999,1497833856, 2019/6/19 0:57:36,15.3
8636998,1497833857, 2019/6/19 0:57:37,15.3
8637999,1497833858, 2019/6/19 0:57:38,15.3
8638999,1497833859, 2019/6/19 0:57:39,15.3
8639998,1497833860, 2019/6/19 0:57:40,15.3
8641000,1497833861, 2019/6/19 0:57:41,15.3
8641999,1497833862, 2019/6/19 0:57:42,15.3
8643000,1497833863, 2019/6/19 0:57:43,15.3
8643999,1497833864, 2019/6/19 0:57:44,15.3
8645000,1497833865, 2019/6/19 0:57:45,15.3
8645999,1497833866, 2019/6/19 0:57:46,15.3
8646999,1497833867, 2019/6/19 0:57:47,15.3
8648000,1497833868, 2019/6/19 0:57:48,15.3
8648998,1497833869, 2019/6/19 0:57:49,15.3
8649999,1497833870, 2019/6/19 0:57:50,15.3
8650999,1497833871, 2019/6/19 0:57:51,15.3
8651999,1497833872, 2019/6/19 0:57:52,15.3
8652999,1497833873, 2019/6/19 0:57:53,15.3
8653999,1497833874, 2019/6/19 0:57:54,15.3
8655000,1497833875, 2019/6/19 0:57:55,15.3
8656000,1497833876, 2019/6/19 0:57:56,15.3
8657000,1497833877, 2019/6/19 0:57:57,15.3
8657999,1497833878, 2019/6/19 0:57:58,15.3
8659000,1497833879, 2019/6/19 0:57:59,15.3
8659999,1497833880, 2019/6/19 0:58:0,15.3
8660999,1497833881, 2019/6/19 0:58:1,15.3
8662000,1497833882, 2019/6/19 0:58:2,15.3
8662999,1497833883, 2019/6/19 0:58:3,15.3
8663999,1497833884, 2019/6/19 0:58:4,15.3
8664998,1497833885, 2019/6/19 0:58:5,15.3
8665999,1497833886, 2019/6/19 0:58:6,15.3
8666999,1497833887, 2019/6/19 0:58:7,15.3
8667999,1497833888, 2019/6/19 0:58:8,15.3
8668999,1497833889, 2019/6/19 0:58:9,15.3
8669999,1497833890, 2019/6/19 0:58:10,15.3
8670999,1497833891, 2019/6/19 0:58:11,15.3
8671998,1497833892, 2019/6/19 0:58:12,15.3
8673000,1497833893, 2019/6/19 0:58:13,15.3
8673999,1497833894, 2019/6/19 0:58:14,15.3
8674999,1497833895, 2019/6/19 0:58:15,15.3
8675999,1497833896, 2019/6/19 0:58:16,15.3
8676999,1497833897, 2019/6/19 0:58:17,15.3
8677998,1497833898, 2019/6/19 0:58:18,15.3
8678999,1497833899, 2019/6/19 0:58:19,15.3
8679999,1497833900, 2019/6/19 0:58:20,15.3
8680998,1497833901, 2019/6/19 0:58:21,15.3
8682000,1497833902, 2019/6/19 0:58:22,15.3
8682999,1497833903, 2019/6/19 0:58:23,15.3
8683999,1497833904, 2019/6/19 0:58:24,15.3
8684999,1497833905, 2019/6/19 0:58:25,15.3
8686000,1497833906, 2019/6/19 0:58:26,15.3
8687000,1497833907, 2019/6/19 0:58:27,15.3
8688000,1497833908, 2019/6/19 0:58:28,15.3
8689000,1497833909, 2019/6/19 0:58:29,15.3
8689999,1497833910, 2019/6/19 0:58:30,15.3
8690999,1497833911, 2019/6/19 0:58:31,15.3
8691998,1497833912, 2019/6/19 0:58:32,15.3
8692999,1497833913, 2019/6/19 0:58:33,15.3
8693999,1497833914, 2019/6/19 0:58:34,15.3
8694999,1497833915, 2019/6/19 0:58:35,15.3
8695998,1497833916, 2019/6/19 0:58:36,15.3
8696999,1497833917, 2019/6/19 0:58:37,15.3
8697999,1497833918, 2019/6/19 0:58:38,15.3
8698999,1497833919, 2019/6/19 0:58:39,15.3
8699999,1497833920, 2019/6/19 0:58:40,15.3
8700999,1497833921, 2019/6/19 0:58:41,15.3
8701999,1497833922, 2019/6/19 0:58:42,15.3
8702999,1497833923, 2019/6/19 0:58:43,15.3
8703998,1497833924, 2019/6/19 0:58:44,15.3
8704999,1497833925, 2019/6/19 0:58:45,15.3
8705998,1497833926, 2019/6/19 0:58:46,15.3
8707000,1497833927, 2019/6/19 0:58:47,15.3
8707999,1497833928, 2019/6/19 0:58:48,15.3
8709000,1497833929, 2019/6/19 0:58:49,15.3
8709999,1497833930, 2019/6/19 0:58:50,15.3
8711000,1497833931, 2019/6/19 0:58:51,15.3
8712000,1497833932, 2019/6/19 0:58:52,15.3
8712999,1497833933, 2019/6/19 0:58:53,15.4
8713999,1497833934, 2019/6/19 0:58:54,15.4
8714999,1497833935, 2019/6/19 0:58:55,15.4
8715999,1497833936, 2019/6/19 0:58:56,15.4
8716999,1497833937, 2019/6/19 0:58:57,15.3
8717999,1497833938, 2019/6/19 0:58:58,15.3
8719000,1497833939, 2019/6/19 0:58:59,15.3
8720000,1497833940, 2019/6/19 0:59:0,15.3
8720999,1497833941, 2019/6/19 0:59:1,15.3
8721998,1497833942, 2019/6/19 0:59:2,15.3
8722999,1497833943, 2019/6/19 0:59:3,15.3
8723998,1497833944, 2019/6/19 0:59:4,15.3
8724999,1497833945, 2019/6/19 0:59:5,15.3
8725998,1497833946, 2019/6/19 0:59:6,15.3
8727000,1497833947, 2019/6/19 0:59:7,15.3
8727999,1497833948, 2019/6/19 0:59:8,15.3
8728998,1497833949, 2019/6/19 0:59:9,15.4
8729999,1497833950, 2019/6/19 0:59:10,15.4
8730998,1497833951, 2019/6/19 0:59:11,15.3
8731999,1497833952, 2019/6/19 0:59:12,15.3
8732998,1497833953, 2019/6/19 0:59:13,15.4
8733999,1497833954, 2019/6/19 0:59:14,15.4
8734999,1497833955, 2019/6/19 0:59:15,15.4
8735998,1497833956, 2019/6/19 0:59:16,15.4
8736999,1497833957, 2019/6/19 0:59:17,15.3
8737999,1497833958, 2019/6/19 0:59:18,15.3
8739000,1497833959, 2019/6/19 0:59:19,15.3
8739999,1497833960, 2019/6/19 0:59:20,15.3
8740999,1497833961, 2019/6/19 0:59:21,15.3
8741999,1497833962, 2019/6/19 0:59:22,15.4
8742999,1497833963, 2019/6/19 0:59:23,15.4
8743999,1497833964, 2019/6/19 0:59:24,15.4
8744998,1497833965, 2019/6/19 0:59:25,15.4
8745999,1497833966, 2019/6/19 0:59:26,15.4
8746999,1497833967, 2019/6/19 0:59:27,15.3
8747999,1497833968, 2019/6/19 0:59:28,15.3
8748998,1497833969, 2019/6/19 0:59:29,15.4
8749999,1497833970, 2019/6/19 0:59:30,15.4
8750999,1497833971, 2019/6/19 0:59:31,15.3
8751998,1497833972, 2019/6/19 0:59:32,15.3
8752999,1497833973, 2019/6/19 0:59:33,15.4
8753999,1497833974, 2019/6/19 0:59:34,15.4
8754999,1497833975, 2019/6/19 0:59:35,15.4
8755999,1497833976, 2019/6/19 0:59:36,15.3
8756999,1497833977, 2019/6/19 0:59:37,15.3
8757998,1497833978, 2019/6/19 0:59:38,15.4
8758999,1497833979, 2019/6/19 0:59:39,15.4
8759999,1497833980, 2019/6/19 0:59:40,15.3
8760998,1497833981, 2019/6/19 0:59:41,15.3
8762000,1497833982, 2019/6/19 0:59:42,15.3
8762998,1497833983, 2019/6/19 0:59:43,15.4
8763999,1497833984, 2019/6/19 0:59:44,15.4
8764999,1497833985, 2019/6/19 0:59:45,15.3
8765999,1497833986, 2019/6/19 0:59:46,15.3
8767000,1497833987, 2019/6/19 0:59:47,15.3
8767998,1497833988, 2019/6/19 0:59:48,15.3
8769000,1497833989, 2019/6/19 0:59:49,15.3
8769999,1497833990, 2019/6/19 0:59:50,15.3
8771000,1497833991, 2019/6/19 0:59:51,15.3
8771998,1497833992, 2019/6/19 0:59:52,15.3
8772999,1497833993, 2019/6/19 0:59:53,15.3
8773998,1497833994, 2019/6/19 0:59:54,15.3
8775000,1497833995, 2019/6/19 0:59:55,15.3
8775999,1497833996, 2019/6/19 0:59:56,15.3
8776998,1497833997, 2019/6/19 0:59:57,15.3
8777999,1497833998, 2019/6/19 0:59:58,15.3
8778998,1497833999, 2019/6/19 0:59:59,15.3
8779999,1497834000, 2019/6/19 1:0:0,15.3
8780998,1497834002, 2019/6/19 1:0:2,15.3
8781999,1497834002, 2019/6/19 1:0:2,15.3
8782999,1497834004, 2019/6/19 1:0:4,15.3
8784000,1497834005, 2019/6/19 1:0:5,15.3
8784999,1497834006, 2019/6/19 1:0:6,15.3
8785998,1497834007, 2019/6/19 1:0:7,15.3
8786999,1497834008, 2019/6/19 1:0:8,15.3
8787999,1497834009, 2019/6/19 1:0:9,15.3
8788999,1497834010, 2019/6/19 1:0:10,15.3
8789999,1497834011, 2019/6/19 1:0:11,15.3
8790999,1497834012, 2019/6/19 1:0:12,15.4
8791999,1497834013, 2019/6/19 1:0:13,15.4
8792998,1497834014, 2019/6/19 1:0:14,15.4
8793999,1497834015, 2019/6/19 1:0:15,15.3
8794999,1497834016, 2019/6/19 1:0:16,15.3
8795999,1497834017, 2019/6/19 1:0:17,15.3
8796999,1497834018, 2019/6/19 1:0:18,15.3
8797999,1497834019, 2019/6/19 1:0:19,15.3
8799000,1497834020, 2019/6/19 1:0:20,15.3
8800000,1497834021, 2019/6/19 1:0:21,15.3
8801000,1497834022, 2019/6/19 1:0:22,15.3
8801999,1497834023, 2019/6/19 1:0:23,15.3
8803000,1497834024, 2019/6/19 1:0:24,15.3
8803999,1497834025, 2019/6/19 1:0:25,15.3
8804999,1497834026, 2019/6/19 1:0:26,15.3
8805999,1497834027, 2019/6/19 1:0:27,15.3
8806999,1497834028, 2019/6/19 1:0:28,15.3
8807999,1497834029, 2019/6/19 1:0:29,15.3
